INC;Código;Descrição;Quantidade;Valor Total LÌquido;% Lucratividade;Lucro;
T;16806;BLOQ ODORES COALA LEMONGRASS 60ML ;2;23,98;37,49;8,99;
T;23493;CR HID PLENS ROSA MOSQUETA 200G ;2;17,98;37,24;6,7;
T;23492;CR HID PLENS PROT DO LEITE 200G ;2;17,98;37,24;6,7;
T;10059;KIT SH+CO MURIEL STUDIO H MURIEL SH+CO 250ML HID E FORCA;2;29,98;37,22;11,16;
F;23766;SAB LIQ CR KIZZ PESSEGO 250ML ;2;16,98;37,22;6,32;
T;21074;REPELENTE REPELEX AERO FAMILY 200ML ;2;47,98;37,15;17,82;
T;15590;GELATINAS FINI DENTADURAS 15G ;2;2,98;37,06;1,1;
F;16604;VENT MONDIAL 6340 COL PRETO 40CM  NV 61 ;2;599,98;37;221,98;
T;23880;AGUA COL 0A2 LAVANDA 150ML ;2;27,58;36,91;10,18;
T;10887;VELA BIG IBRINK ROSA N 9 ;2;7,58;36,87;2,8;
T;24292;FORMA DE GELO SILICONE ZEIN ;2;45,98;36,87;16,95;
F;23799;PENTE MB DEC EMBORRACH C/CABO ;2;20,98;36,8;7,72;
T;23391;KIT NUTRIEX PATRULHA SH230ML+COLON200ML ;2;47,98;36,68;17,6;
T;11210;CAIXA DE ISOPOR ICEBOX 100LT ;2;279,98;36,63;102,55;
T;11893;COND PROCACHOS BABOSA 300ML ;2;25,98;36,54;9,49;
T;23501;KIT SH+CO TOK BABOSA 400ML ;2;35,98;36,53;13,15;
F;25903;SACOLA CROMUS PAPEL 26X19,5X9,5 AZ ROYAL ;2;6,98;36,36;2,54;
F;104112;FOGAO MISHE FOGOES S/MANG BGE 2BOCAS ;2;199,98;36,3;72,6;
T;117151;CR PENT ALYNE PTOS RAD 300G ;2;15,98;36,3;5,8;
T;124288;CR PENT SALON LINE MEL 300ML ;2;39,98;36,22;14,48;
T;23916;CR PRNT SALON L SOS RICINO E QUER 300ML;2;39,98;36,22;14,48;
F;20131;PILHA ALC DURACELL MN21 MINI C2 (CEL) ;2;47,98;36,2;17,37;
T;24465;COPO UZ SOLIDO VERMELHO 500ML ;2;15,98;36,12;5,77;
T;117475;ESM COLORAMA NUA E CRUA 8ML ;2;7,98;36,09;2,88;
T;10952;VELA SUPER IBRINK BRANCA N 0 ;2;5,18;36,09;1,87;
F;117838;ABS ALWAYS C/ABAS SECA NOIT TRANQ 32UN ;2;71,98;36,07;25,96;
F;119393;KIT SHA+COND SALON LINE HIDRA COCO ;2;51,98;35,99;18,71;
T;10626;SB LIQ GRANADO BEBE REFIL 250ML CAM ;2;43,98;35,99;15,83;
F;111130;E.V.A LEONORA AZL BEBE 40X48 ;2;5,98;35,94;2,15;
F;105854;E.V.A LEONORA PTO 40X48 ;2;5,98;35,94;2,15;
T;11071;BORRACHA TRIS SCHOOL NEON C/2 ;2;6,98;35,93;2,51;
F;105836;PAPEL CREPOM PINK;2;5,38;35,9;1,93;
F;24138;TOALHA LOVELLE ROSA BB 30X45CM;2;9,98;35,87;3,58;
F;24137;TOALHA LOVELLE PRETO 30X45CM;2;9,98;35,87;3,58;
F;24133;TOALHA LOVELLE CAPPUCCINO 30X45CM;2;9,98;35,87;3,58;
T;19082;REPELENTE SPRAY KIDS ICARID MOSKIT 100ML ;2;53,98;35,84;19,35;
T;22036;MEL COM PROPOLIS E GUACO 40G ;2;13,98;35,83;5,01;
F;21018;OLEO DE MASSAGEM COPAIBA OIL 30ML ;2;17,98;35,82;6,44;
F;23938;TINT BEAUTY KIT 2.0 PRETO;2;33,98;35,73;12,14;
T;19467;PRESERV PRUDENCE SUPER 3UN ;2;17,98;35,71;6,42;
F;24139;TOALHA DE ROSTO SPLENDORE 48X80CM ;2;41,98;35,68;14,98;
T;21173;JG DE FACA C/ 7PCS ;2;51,98;35,68;18,54;
F;17349;POST-IT AMARELO NEON 76X76 ;2;11,98;35,66;4,27;
T;24293;RALADOR VERMELHO INOX MARTINAZZO C/4 FACES ;2;41,98;35,63;14,96;
T;24309;RALADOR BRANCO C 4 FACES INOX MARTINAZZO ;2;41,98;35,63;14,96;
T;20754;WHISKY RED GOLD BLEND PREMIUM C/CP 900ML ;2;45,98;35,62;16,38;
T;23482;KIT SH+CO TOK CERAMIDAS 500ML ;2;33,98;35,62;12,11;
T;124028;MIST BOLO FLEISCHMANN BAUN FEST 450G ;2;13,98;35,59;4,98;
F;100181;ERVILHA OLE VD 200G ;2;7,98;35,59;2,84;
T;23963;OLEO ELIXIR BEAUTY EXOTICO E ARGAN 40ML;2;43,98;35,56;15,64;
T;23964;OLEO ELIXIR BEAUTY NUTRIT BABOSA 40ML;2;43,98;35,56;15,64;
T;17302;PANO DE PRATO ESTAPAMPADO 100% ALGODAO ;2;10,58;35,53;3,76;
F;11885;COND ELSEVE OE CACHOS 200ML ;2;29,98;35,53;10,65;
F;11209;CAIXA DE ISOPOR ICEBOX 70LT ;2;239,98;35,51;85,22;
F;24141;TOALHA DE BANHO ANY 70CMX2 30M ;2;75,98;35,51;26,98;
F;10473;COLOR P FLEURY 6.0 LOUR ESC ;2;10,38;35,5;3,68;
F;24018;MASC NATHYDRA  ALHO THERAPY 250GR ;2;57,98;35,49;20,58;
F;20270;COND MONANGE BOOST 325ML ;2;15,98;35,46;5,67;
F;20276;COND MONANGE HIDRAT COM PODER 325ML ;2;15,98;35,46;5,67;
F;23794;KIT MB BABY ZOO PENT/ESCOV COALA ;2;31,98;35,33;11,3;
F;11762;CR PENT DABELLE LISO ARRASADOR 270G ;2;27,98;35,29;9,87;
T;16636;ADOC FIT STEVIA C/SUCRALOSE 0,8G ;2;25,98;35,29;9,17;
T;17767;GRELHA ACO INOX TRAMONTINA ;2;293,98;35,25;103,62;
F;23474;ALYNE GEL FIX CAP 250G ;2;17,98;35,22;6,33;
F;23661;SHA PALMOLIVE HYALURONICO 350ML ;2;26,98;35,21;9,5;
F;23883;AMPOLA H FLY G MILAG OL RICINO 10ML ;2;5,98;35,2;2,11;
F;16909;OLEO CAP MURIEL UVA 80ML ;2;13,98;35,19;4,92;
F;124294;MASCARA SALON LINE MATIZADOR 300G;2;60,98;35,16;21,44;
F;23928;MASCARA SALON LINE MEU LIS LOIRO PRAT 300G;2;60,98;35,16;21,44;
T;24320;LAVA TUDO B4 PLASUTIL ;2;15,98;35,1;5,61;
F;108058;ESM IMPALA BETERR 7,5ML ;2;7,98;35,09;2,8;
T;10293;SAND.DUPE TM GIRLS BCO/ROSA CLARO 33/34 ;2;51,38;35,09;18,03;
T;119435;COLEIRA FEELING DOG GDE PORTE N5 ;2;38,58;35,07;13,53;
T;16641;ADOC STEVITA SACHE 0,6G C/50 UN ;2;27,78;35,07;9,74;
T;11907;COL DUTYCOLOR 7.0 LOURO MEDIO ;2;22,78;35,06;7,99;
T;11904;COL DUTYCOLOR 5.0 CASTANHO CLARO ;2;22,78;35,06;7,99;
T;11900;COL DUTYCOLOR 1.110 PRETO ONIX ;2;22,78;35,06;7,99;
T;11444;VINHO ITA BCO ABBAZIA LAMBRUSCO 750ML ;2;120,98;35,05;42,4;
T;11354;ESCOVA CABELO JOY CONDOR CURTOS/LISOS ;2;34,18;35,05;11,98;
F;21523;SAND HAV SLIM GLITTER NEON LIMA 35/36 ;2;119,98;35,04;42,04;
F;19470;CACHACA YPIOCA COM LIMAO 965ML ;2;63,98;35,03;22,42;
T;123696;KIT SHA+COND NOVEX MEU CACHOS CIN 300ML ;2;39,98;35,02;14;
T;23933;KIT ZOOPERS SH+COND CAB CACHEADOS 500ML;2;62,98;34,96;22,02;
T;17057;BANHO DE QUERATINA H FLY 50GR ;2;31,98;34,96;11,18;
T;16851;KIT ADOCANTE LINEA 2 LIQ 75ML+1 25ML ;2;47,98;34,92;16,75;
T;103093;CR PENT ALYNE HYDRA LISS 300G ;2;15,98;34,92;5,58;
F;103188;GEL FIX MURIEL TEEN 180G ;2;13,98;34,91;4,88;
T;21171;CORTINA PLAST BAN SC-143 ;2;39,98;34,9;13,95;
F;25738;ESM IMP APERTEPLAY JOGA NA PISTA ;2;10,98;34,88;3,83;
F;25116;FARINHA DE ROSCA DONA ZEZINHA 500G ;2;25,98;34,86;9,06;
T;24313;CESTA P FRITURA ZEN 21CM ;2;49,98;34,83;17,41;
T;25382;SAND HAVAIANAS KIDS ATHLETIC AMARELO 31/32;2;79,98;34,79;27,82;
T;25379;SAND HAVAIANAS KIDS ATHLETIC AMARELO 25/26;2;79,98;34,79;27,82;
F;23798;PEDRA POME MB ;2;5,58;34,77;1,94;
T;103158;CR PENT PALMOLIVE CERAM FORC 150ML ;2;17,98;34,71;6,24;
T;10899;VELA MAGIC IBRINK AZUL N 2 ;2;8,38;34,65;2,9;
T;23989;DEFRIZ S LINE MEU LISO AMIDO MILHO 200ML ;2;31,98;34,65;11,08;
T;11948;AMAC UAU 2L GLAMOUR PRETO ;2;22,98;34,59;7,95;
T;24240;SAND IPANEMA TURMA DA MONICA RS/RS ;2;65,98;34,45;22,73;
T;24321;TRAVESSA DUO 360∫ RT  PLASUTIL 1.4L ;2;29,98;34,45;10,33;
F;110958;SHA TURMA DA XUXINHA SON TRANQ 210ML ;2;24,98;34,36;8,58;
T;23649;AMAC FOFO CHAMEGO BOM 1,8L ;2;27,98;34,31;9,6;
F;23903;COND S LINE SOS CHEBE 300ML ;2;49,98;34,17;17,08;
T;11204;CAIXA DE ISOPOR ICEBOX 17LT ;2;73,98;34,16;25,27;
F;10934;VELA MAGIC IBRINK VERM N 7 ;2;9,58;34,1;3,27;
T;21867;PURIFIC AR GLADE GEL FLOR DE SAL 70G ;2;11,98;33,97;4,07;
T;107013;CAST CAJU CASTAINHA DO BRASIL 50G ;2;15,98;33,96;5,43;
T;115348;SALEIRO RAINHA UN ;2;15,98;33,96;5,43;
F;110143;CR PENT PRO CACHOS MELAN 420ML ;2;39,98;33,87;13,54;
T;24322;TRAVESSA DUO 360∞ RT PLASUTIL 2L ;2;33,98;33,86;11,51;
F;110247;TINT BIGEN LUM PTO AZL 2.1 ;2;22,98;33,86;7,78;
F;26143;CHOC GAROTO MEIO AMARGO 80G ;2;11,98;33,84;4,05;
T;23988;CR PENT S LINE TODEC BABOSA LIB 300ML ;2;45,98;33,8;15,54;
T;107979;DEO COL BIOCARE CAFE 300ML ;2;33,98;33,78;11,48;
T;107981;DEO COL BIOCARE MAD 300ML ;2;33,98;33,78;11,48;
F;23487;OLEO CORPO PLENS BAUNILHA 100ML ;2;19,98;33,78;6,75;
T;23486;OLEO CORPO PLENS ARGAN 100ML ;2;19,98;33,78;6,75;
F;10622;KIT SH+CO STUDIO H MURIEL 250ML REST MACIEZ ;2;29,98;33,78;10,13;
T;20357;INSETICIDA MOSCOL 10GR ;2;27,98;33,71;9,43;
F;25791;AMAC SONHO COCO E AMENDOAS 500ML ;2;9,98;33,67;3,36;
F;119161;ESC DENTAL ORAL B MEDIA PRO UN ;2;7,98;33,59;2,68;
F;12665;GARRAFA PLASUTIL RETRO 500ML ;2;18,98;33,58;6,37;
F;24014;LENCO UMED COTT LINE RS 70UN ;2;10,98;33,52;3,68;
F;24011;LENCO UMED COTT LINE AZ 70UN ;2;10,98;33,52;3,68;
F;23802;PENTE MB USO DIARIO DECORADO C/GLIT ;2;10,98;33,52;3,68;
T;107817;DEO COL CIA DA NATUREZA SILVER 300ML ;2;29,98;33,49;10,04;
F;107813;DEO COL CIA DA NATUREZA GABY 300ML ;2;29,98;33,49;10,04;
F;23355;OLEO PARA BARBA MURIEL B BARB 100ML ;2;25,98;33,49;8,7;
F;25304;FORM REGINA N∞05 FUCSIA C/100;2;4,98;33,45;1,67;
T;16868;BOLINHO BACALHAU IMP TRAD 360G ;2;45,98;33,45;15,38;
F;23478;CR PROCACHOS COCO DAS VAID 300ML ;2;25,98;33,44;8,69;
F;107142;CATCHUP ODERICH BISN 400G ;2;15,98;33,42;5,34;
T;25224;DERSIN OLEO GIRASSOL 120ML ;2;10,98;33,39;3,67;
T;18575;MOSTARDA HELLMANNS SQZ 170G ;2;17,98;33,37;6;
T;22054;SAB LIQ ANTISSEPTICO HIDRAT ALOE 500ML ;2;23,98;33,36;8;
F;14154;TRIGO P/ KIBE CAMPILAR 500G ;2;19,98;33,35;6,66;
T;23932;GELATINA S LINE RICINO 550G;2;59,98;33,34;20;
T;25079;TRIDENT BAG MENTA 4/5S 32GR ;2;13,98;33,3;4,66;
T;24114;PAO INTEGRAL C CENOURA E CHIA 480G ;2;26,98;33,28;8,98;
F;25728;HID CORPORAL ORIGEM FRUTAS VERM 380ML ;2;25,98;33,25;8,64;
T;24123;PAO SUECO C CENOURA E CHIA 100G ;2;11,98;33,22;3,98;
T;24121;PAO SUECO SABOR ALHO 100G ;2;11,98;33,22;3,98;
T;24120;PAO SUECO SABOR CEBOLA 100G ;2;11,98;33,22;3,98;
T;24119;PAO SUECO COM LINHACA 100G ;2;11,98;33,22;3,98;
T;20093;DESINF PINHO ING TROP LAV 500ML ;2;9,98;33,19;3,31;
T;20935;SAND CART ATLANTA AD PT/AZ/CZ ;2;67,98;33,1;22,5;
T;25252;SACO VIR [AD] 16X32X0020 1KG ;2;7,98;33,09;2,64;
F;18436;OLEO COCO EXTRA V POUCH 100ML ;2;27,98;33,02;9,24;
F;23761;HIDRATANTE CORP KIZZ SB CARNEIRO ARGAN 200G ;2;28,98;32,99;9,56;
F;15779;CADERNO BROCHU CAPA DURA PRETO 96FLS ;2;13,98;32,9;4,6;
T;23375;MASC KERABR MATIZ LOIRO PEROLAD 40G ;2;9,98;32,87;3,28;
T;21633;SAND IPANEMA CLASS TAN FEM AZL/AZP ;2;21,98;32,85;7,22;
T;111066;AGENDA FORONI BARBIE 96FLS ;2;37,98;32,82;12,47;
F;25221;SAB LIQ INT DERMAHIGI AROEIRA 2X200ML ;2;31,98;32,8;10,49;
F;119378;AGUA OXI FARMAR VOL 20 900ML ;2;27,98;32,74;9,16;
F;23359;AGUA OXIGEN FARMAX 10VOL 900ML ;2;27,98;32,74;9,16;
T;119996;ATUM GOMES DA COSTA C/OLEO 170G ;2;21,98;32,68;7,18;
F;23793;ESPONJA MB NYLON SOFT PREMIUM P/BANH ;2;23,98;32,61;7,82;
T;23726;MOSTARDA GOURMEL CHEF 375G ;2;45,98;32,59;14,98;
F;23800;PENTE MB PEQUENO ESTAMPADO ;2;11,98;32,55;3,9;
F;24771;VELAS DAS ALMAS BRANCA ;2;6,98;32,47;2,27;
T;110890;SHA SALON LINE MEU LISO MICELAR 300ML ;2;31,98;32,46;10,38;
F;23919;SHA SALON LINE SOS CACH CHEBE 300ML;2;45,98;32,45;14,92;
T;105977;SOCADOR MAD ALVES PEQ ;2;43,98;32,43;14,26;
F;123581;LAMP RAYOVAC LED BULBO 11W ;2;31,98;32,43;10,37;
T;17689;LOCAO HIDRATANTE COCONUT FASHION 200GR ;2;69,98;32,41;22,68;
T;23490;SAB LIQ PLENS LAVANDA 500ML ;2;23,98;32,4;7,77;
T;23489;SAB LIQ PLENS MAMMY 500ML ;2;23,98;32,4;7,77;
F;23488;SAB LIQ PLENS PIRAYA 500ML ;2;23,98;32,4;7,77;
F;19028;SAB LIQ NIVEA CREME SOFT REFIL 200ML ;2;11,98;32,39;3,88;
F;25200;TORRADA INTEGRAL VISCONTI 120G ;2;9,98;32,37;3,23;
T;24182;LAPIS DE COR MASTER SEXTAV MINI 12CORES ;2;7,98;32,35;2,58;
T;24847;BOLA CAMPO S11 R2 XXI PENALTY BC/AZ/LJ ;2;319,98;32,3;103,36;
T;16603;VENT MONDIAL 2045 40CM V-40-W 127/60HZ ;2;439,98;32,27;141,98;
F;122799;ESM IMPALA MENIN BON 7,5ML ;2;9,98;32,26;3,22;
F;24775;VELAS SAGRADO CORACAO DE JESUS ;2;19,98;32,24;6,44;
T;24037;SAB LIQ 0A2 CABECA AOS PES 250MLS ;2;27,98;32,09;8,98;
F;118576;DESD LIQ LEITE COLONIA ORIG 100ML ;2;10,78;32,07;3,46;
T;20934;SAND IPANEMA OASIS BGE/AZL ;2;41,98;32,02;13,44;
T;20943;SAND IPANEMA OASIS LJA/RSA ;2;41,98;32,02;13,44;
F;24007;APARELHO DESC VENUS SENSITIVE C 1UN ;2;33,98;32,02;10,88;
T;102580;DESD ROLL REXONA MEN ACT DRY 30ML ;2;13,98;32;4,47;
T;107691;DESD ROLL REXONA ERV DOC 30ML ;2;13,98;32;4,47;
F;23890;COND MSA NATHYDRA S ALHO THERAPY 340ML ;2;79,98;31,98;25,58;
T;107150;OLEO PURILEV CANOLA 900ML ;2;59,98;31,94;19,16;
F;23259;KIT COL YAMA 5.1 CAST CLARO ACIN ;2;15,98;31,91;5,1;
F;23269;KIT COL YAMA FASH C 8.89 LOUR CL PEROLA ;2;15,98;31,91;5,1;
F;23265;KIT COL YAMA C 7.0 LOURO MEDIO ;2;15,98;31,91;5,1;
F;23272;KIT COL YAMA FASH C 9.89 LOUR M ;2;15,98;31,91;5,1;
F;23261;KIT COL YAMA FASH C 6.0 LOURO ESCURO ;2;15,98;31,91;5,1;
F;23257;KIT COL YAMA FASH C 4.0 CAST MEDIO ;2;15,98;31,91;5,1;
F;23258;KIT COL YAMA FASH 5.0 CAST CLARO ;2;15,98;31,91;5,1;
F;23256;KIT COL YAMA FASH C 3.0 CAST ESCURO ;2;15,98;31,91;5,1;
F;105666;PINCEL COMPACTOR TRAC COL 12UN ;2;35,58;31,9;11,35;
T;25758;ESM IMP PER DENGO ;2;7,98;31,84;2,54;
F;25746;ESM IMP COR DA MODA DESCOMPLICADO ;2;7,98;31,84;2,54;
F;24043;SHA NATHYDRA S ALHO THERAPY 340ML ;2;73,98;31,82;23,54;
T;23294;COND ALYNE OLEO DE ARGAN 1L ;2;39,98;31,82;12,72;
T;23295;COND ALYNE OLEO DE COCO 1L ;2;39,98;31,82;12,72;
T;23389;KIT NUTRIEX MINNIE HIDRA SH250ML+CD230ML ;2;57,98;31,8;18,44;
F;23392;KIT NUTRIEX TOYSTORY 250ML ;2;57,98;31,8;18,44;
T;16476;ATIVADOR CACHOS SALON LINE RICINO 300ML ;2;35,98;31,8;11,44;
F;107814;DEO COL CIA DA NATUREZA ALFAZ 300ML ;2;27,98;31,77;8,89;
F;103600;REPELENTE RAID ANT MOSQ APA+REFIL ;2;35,98;31,68;11,4;
F;110899;CR TRAT NIELY GOLD LISO PROL 430G ;2;29,98;31,64;9,49;
F;115437;CR TRAT NIELY GOLD NUTRI POD 430G ;2;29,98;31,64;9,49;
F;121648;ADOC ZERO CAL STEVIA 80ML ;2;17,98;31,64;5,69;
F;106045;LANT RAYOVAC TRI LED SJ-1006 ;2;41,98;31,58;13,26;
F;16374;MOLHO CHURRASCO CAMPILAR TRAD 250ML ;2;15,98;31,54;5,04;
T;24215;PALMITO PUPUNHA RODELA 300G ;2;39,98;31,51;12,6;
T;17997;LOCAO CORP J&J DAILY BALANCE 200ML ;2;23,98;31,51;7,56;
F;110197;OLEO CORP MURIEL AMEND DOCE 100ML ;2;25,98;31,49;8,18;
F;23379;KIT SH+CD KERABRASIL ARGAN 200ML ;2;25,98;31,49;8,18;
F;124015;OLEO CORP MURIEL AMEND LAV 100ML ;2;25,98;31,49;8,18;
T;25946;MIX VEGETAIS CONGELADO PT SADIA 300G ;2;17,98;31,46;5,66;
F;11299;ESPONJA DE BANHO PORUS SORT ;2;10,18;31,44;3,2;
F;101454;SIDRA CERESER MACA S/ALCOOL 660ML ;2;51,98;31,43;16,34;
F;25432;TOALHAS DEMAQUILANTES SENSITIVE CARE ;2;11,98;31,41;3,76;
F;25952;ENERGETICO BALY MORANGO E PESSEGO 2L ;2;31,98;31,39;10,04;
F;25338;CORANTE P/BOLO VERDE FOLHA 12G;2;5,98;31,39;1,88;
T;23621;EXT TOMATE ELEFANTE 310G ;2;13,98;31,38;4,39;
F;13394;PRESERV BLOWTEX SENS EXTRA FINO C/3UN ;2;17,98;31,37;5,64;
F;114142;PILHA DURACELL ALC D 2UN ;2;81,98;31,35;25,7;
F;10492;ESPON SLOW BETTA BANHO ;2;6,98;31,34;2,19;
T;21464;SAND HAV SLIM CACTUS 35/36 ;2;65,98;31,27;20,63;
F;22067;ESCOVA ADULTA ORTODONTICA KESS ;2;19,98;31,26;6,25;
T;13869;LIMP PESADA  AJAX FRESH LEMON 500ML ;2;17,98;31,26;5,62;
T;24060;INSETICIDA SBP AERO ULTRA INSET RAST 360ML ;2;33,98;31,19;10,6;
F;17301;BOLA LEVE DENTE DE LEITE UNID FUT-GOL ;2;9,18;31,19;2,86;
T;118595;ABS SEMPRE LIVRE ADAPT PLUS C/ABAS 32UN ;2;39,98;31,19;12,47;
F;19808;VELAS D LUZ 7 DIAS LILAS;2;19,98;31,19;6,23;
F;19806;VELAS D LUZ 7 DIAS ROXA;2;19,98;31,19;6,23;
T;20269;SH MONANGE BOOST 325ML ;2;11,98;31,16;3,73;
T;122742;SAND RIDER STREET PTO/AZL 27 ;2;63,98;31,12;19,91;
T;20142;SAB LIQ PALM CAMELIA REF 500ML ;2;35,98;31,07;11,18;
T;11946;AMAC UAU CONC LAVAND/FRES 500ML ;2;17,98;31,05;5,58;
T;22304;SAND HAV SLIM ROSA CROCUS 35/6 ;2;111,98;31,02;34,74;
T;22301;SAND HAV SLIM BERINJELA 37/8 ;2;111,98;31,02;34,74;
T;22300;SAND HAV SLIM BERINJELA 35/6 ;2;111,98;31,02;34,74;
T;22306;SAND HAV SLIM ROSA CROCUS 39/0 ;2;111,98;31,02;34,74;
T;22305;SAND HAV SLIM ROSA CROCUS 37/8 ;2;111,98;31,02;34,74;
T;20767;SAND HAV FLAT BEGE PALH/CORA 37/38 ;2;49,98;31,02;15,5;
T;119998;MAC RICOSA PARAF SEMO 500G ;2;14,98;30,95;4,64;
T;20636;LIMP DIL AJAX NAT EUCALIPTO 500ML ;2;19,98;30,93;6,18;
F;23357;SERUM HANOVA KARITE ROSA 7ML ;2;19,98;30,93;6,18;
T;25396;SAND HAV SLIM GLOSS RSA BALLET 29/30;2;71,98;30,93;22,26;
T;25395;SAND HAV SLIM GLOSS RSA BALLET 25/26;2;71,98;30,93;22,26;
F;24085;RUN INTENCION RON BLANCO 900ML ;2;105,98;30,93;32,78;
F;101483;VODKA SMIRNOFF RED REGULAR 998ML ;2;111,98;30,91;34,62;
T;102927;ESC DENTAL ORAL B INDI PLUS 30 2UN ;2;36,58;30,91;11,31;
F;21814;FRALDA HUGGIES TRIP PROT JBINHO XXG 12UN ;2;43,98;30,91;13,59;
F;25298;FITA DUPLA FACE ADERE 19X30M ;2;29,98;30,91;9,27;
T;20864;SAND HAVAIANA BABY 21 ;2;49,98;30,9;15,45;
T;21306;TRIDENT X BAG FRESH INTENSE 4UND ;2;11,98;30,88;3,7;
F;19787;CARGA P/GRAFITE PILOT 0,7MM 2B UN ;2;5,98;30,88;1,85;
F;20704;COLEIRA PREMIUM - M (4663-00) ;2;47,98;30,85;14,8;
T;24367;GARRAFA SOPR TERMICA CRIST 1L ;2;59,98;30,84;18,49;
T;22218;SAND HAV TOP MARVEL 39/40 ;2;83,98;30,83;25,89;
F;23341;TOUCA DE BANHO RASKALO LUXO ;2;6,98;30,78;2,15;
T;22662;SAND HAV BRASIL PRETO 37/38 ;2;69,98;30,76;21,53;
T;120289;CAPSULA 3 CORACOES ESPRESSO ATENTO 8G C/10 ;2;51,98;30,75;15,98;
T;120288;CAPSULA 3 CORACOES ESPRESSO AMENO 8G C/10 ;2;51,98;30,75;15,98;
T;123446;CONHAQUE SAO JOAO DO SUL 900ML ;2;43,98;30,74;13,52;
T;25755;ESM IMP LACASA DE PAPEL UM GOLPE ;2;9,98;30,73;3,07;
F;101392;CONHAQUE DOMUS 1L ;2;49,98;30,73;15,36;
F;107546;CR PENT TRA LA LA LOO TUN 300ML ;2;25,98;30,72;7,98;
T;20692;PEITORAL ANTI PUXAO PREMIUM M (0492-09) ;2;57,98;30,7;17,8;
T;21076;LIMP BANH VEJA OXI ANTIBAC LAV PUV 500ML ;2;29,98;30,7;9,2;
T;26203;SAND HAV SLIM SQUARE ROSA CROCUS 39/40 ;2;59,98;30,69;18,41;
T;26202;SAND HAV SLIM SQUARE ROSA CROCUS 37/38 ;2;59,98;30,68;18,4;
F;106745;COND JOHNSONS GOTAS BRILH 200ML ;2;35,98;30,67;11,04;
F;118870;AGUA OXI FARMAX VOL 10 90ML ;2;3,98;30,65;1,22;
F;24243;SAND CART DAKAR PLUS PTO/AZL ;2;97,98;30,65;30,03;
T;21615;COLEIRA PREMIUM - G (023673) ;2;59,98;30,64;18,38;
F;19128;COLEIRA MULTI PATAS G (0294-07) ;2;59,98;30,64;18,38;
T;19113;COLEIRA PREMIUM G (0294-09) ;2;59,98;30,64;18,38;
F;22051;LIXA PARA PES CONDOR ;2;25,98;30,63;7,96;
F;25798;RACAO SAN PET CAES ADU FGO E CEREAIS 1KG ;2;21,98;30,62;6,73;
T;25537;RACAO ALL DOG FIL CARNE E CEREAIS 15KG ;2;279,98;30,61;85,7;
T;102653;CR DENTAL SORRISO HORT EXPL FRES PLUS 90G ;2;10,98;30,6;3,36;
F;25721;LIMP UAU MULTIUSO ELIMINADOR ODORES 500ML ;2;10,98;30,58;3,36;
T;106215;FOSFOROS ARGOS 10UN;2;8,58;30,58;2,62;
F;24239;SAND IPANEMA TURMA DA MONICA PT/PT ;2;65,98;30,56;20,17;
F;25039;ESM IMP ACALMA CREM ZEN STRESS ;2;9,98;30,55;3,05;
F;25040;ESM IMP ACALMA PEROL FICA NA BOA ;2;9,98;30,55;3,05;
F;25073;REFR PO LARANJA FRESH 15G ;2;1,98;30,53;0,6;
F;25355;MANGUEIRA POLI PLAST  VERDE TRANCADA 10M ;2;93,98;30,52;28,68;
T;21145;ATIVADOR CACHOS SALON LINE SOS 500G ;2;47,98;30,51;14,64;
F;25083;SAND HAV BRASIL 10 AMARELO CITRICO 39/40 ;2;63,98;30,51;19,52;
T;24208;GRANOLA TRADICIONAL KODILAR 700G ;2;49,98;30,47;15,23;
F;109520;COLA KOALA BCA 40G ;2;2,98;30,45;0,91;
F;17015;MICANGA CHOCOLATE DUBOM POTE 150G ;2;13,18;30,45;4,01;
F;23396;KIT SH+CD KERABR PROF CAVIAR 1L ;2;95,98;30,42;29,2;
F;25534;RACAO ALL DOG ADULTO CARNE E CEREAIS 15KG ;2;231,98;30,41;70,54;
F;103185;TINT COR&TON LOUR PLAT 12.11 ;2;18,98;30,38;5,77;
F;21965;DESINF VEJA POWER LAVANDA 500ML ;2;12,98;30,38;3,94;
T;21640;SAND RIDER STREET PTO/BCO ;2;51,98;30,37;15,79;
F;23468;RACAO MIMIAU NATURAL ADULTO 7KG ;2;153,98;30,36;46,76;
F;24251;SAND IPANEMA ELO PRINT VRM/RSA/BGE ;2;45,98;30,35;13,96;
T;20430;PAPEL HIG SUBLIME FS NEUTRO C/8UN ;2;20,38;30,34;6,18;
T;21861;REPELENTE FAMILY OFF SPRAY 200ML ;2;53,98;30,32;16,37;
F;11045;COLA DE SILICONE LIQ. 100G JOCAR ;2;10,98;30,32;3,33;
T;23727;MEL BELLA GOURMET FLORADA LARANJEIRA 350G ;2;49,98;30,27;15,13;
F;23252;CR MULTIF YAMASTEROL QUERATINA 900G ;2;39,98;30,27;12,1;
F;11075;APONTADOR MAPED METAL CLAS 2FUROS ;2;8,78;30,26;2,66;
F;106743;SHA JOHNSONS CAB CLA 200ML ;2;26,98;30,26;8,16;
T;13570;WHISKY TEACHERS 1L ;2;161,98;30,24;48,99;
T;26011;CAMARAO DESC C/ CAUDA COSTAMARF 41/50 400G ;2;79,98;30,23;24,18;
T;23298;COND ALYNE REPARACAO TOTAL 350ML ;2;19,98;30,23;6,04;
F;24863;CARREGADOR UNIVERSAL USB GO!UP ;2;53,98;30,23;16,32;
